No.,ID,ページ,語句,読み,正解の意味,例文,解説
783,vocab1300_p144_004,144,しゃくりあげる,しゃくりあげる,泣くときに、声や息を短く切らせること,弟はくやしくて、しゃくりあげながら泣いていました。,しゃくりあげるは、泣くときに声や息を短く切らせるようにすることです。
784,vocab1300_p144_005,144,いたれりつくせり,いたれりつくせり,心配りがよく行き届いていること,旅行先のホテルは、案内も食事もいたれりつくせりでした。,いたれりつくせりは、心配りがよく行き届いていることです。
785,vocab1300_p144_006,144,仲直り,なかなおり,けんかをした人どうしが、また仲良くなること,友だちとけんかをしたけれど、次の日に仲直りしました。,仲直りは、けんかをした人どうしが、また仲良くなることです。
786,vocab1300_p145_001,145,自給自足,じきゅうじそく,生活に必要なものを自分でまかなうこと,畑で野菜を育て、卵も家でとる自給自足の生活です。,自給自足は、生活に必要なものを自分で作り、自分でまかなうことです。
787,vocab1300_p145_002,145,弱肉強食,じゃくにくきょうしょく,強い者が弱い者を支配して栄えること,自然界では、弱肉強食のしくみが見られることがあります。,弱肉強食は、強い者が弱い者を支配して栄えることです。
788,vocab1300_p145_003,145,二人三脚,ににんさんきゃく,二人で力を合わせ、共同で作業すること,友だちと二人三脚で、自由研究を完成させました。,二人三脚は、二人で力を合わせ、共同で作業することです。
789,vocab1300_p145_004,145,右往左往,うおうさおう,どうしたらよいか分からず、あちらこちらへ動き回ること,持ち物を忘れて、朝から右往左往してしまいました。,右往左往は、どうしたらよいか分からず、あちらこちらへ動き回ることです。
790,vocab1300_p145_005,145,無我夢中,むがむちゅう,何かに心を奪われ、我を忘れること,青ちゃんは新しい本を無我夢中で読みました。,無我夢中は、何かに心を奪われ、我を忘れることです。
791,vocab1300_p145_006,145,百発百中,ひゃっぱつひゃくちゅう,ねらったものが、すべて当たること,その子の予想は、まるで百発百中でした。,百発百中は、ねらったものが、すべて当たることです。
792,vocab1300_p147_001,147,私服,しふく,自分の衣服,遠足の日は、制服ではなく私服で来てよいことになりました。,私服は、制服ではない、自分の衣服のことです。
793,vocab1300_p147_002,147,受け売り,うけうり,他の人から聞いたことを、自分の意見のように言うこと,友だちから聞いた話を、受け売りでみんなに話しました。,受け売りは、他の人から聞いたことを、自分の意見のように言うことです。
794,vocab1300_p147_003,147,駄目押し,だめおし,もう一度念を押して、確かめること,忘れ物がないか、家を出る前に駄目押しで確認しました。,駄目押しは、もう一度念を押して、確かめることです。
795,vocab1300_p147_004,147,目が利く,めがきく,物の価値や善し悪しを判断する力があること,母は野菜に目が利くので、おいしいものを選べます。,目が利くは、物の価値や善し悪しを判断する力があることです。
796,vocab1300_p147_005,147,両立,りょうりつ,二つのことを、どちらも成り立たせること,勉強とピアノを両立できるように、時間を決めました。,両立は、二つのことを、どちらも成り立たせることです。
797,vocab1300_p147_006,147,繰り下げる,くりさげる,予定より遅らせること,雨が強いので、開始時間を少し繰り下げました。,繰り下げるは、予定より遅らせることです。
798,vocab1300_p148_001,148,およそ,およそ,だいたい、ふつう、多くの場合,およそどんな計画でも、少しは予定と変わるものです。,およそは、だいたいのところ、ふつう、多くの場合、という意味です。
799,vocab1300_p148_002,148,まれ,まれ,とても珍しく、なかなか見られないこと,その子は、まれに見る歌の才能を持っています。,まれは、とても珍しく、なかなか見られないことです。
800,vocab1300_p148_003,148,足が早い,あしがはやい,食べ物が傷みやすく、腐りやすいこと,お刺身は足が早いので、買った日に食べました。,足が早いは、食べ物が傷みやすく、腐りやすいことです。走る速さの話ではありません。
801,vocab1300_p148_004,148,耳をそばだてる,みみをそばだてる,注意して、話し声や物音を聞き取ろうとすること,遠くから聞こえる笛の音に、耳をそばだてました。,耳をそばだてるは、注意して、話し声や物音を聞き取ろうとすることです。
802,vocab1300_p148_005,148,切り上げる,きりあげる,途中で終わりにすること,雨が強くなったので、外遊びを切り上げました。,切り上げるは、途中で終わりにすることです。
